batch_id,production_date,plant_id,machine_id,glass_type,thickness_mm,furnace_temperature_c,cooling_time_sec,pressure_bar,line_speed_mps,raw_material_quality,operator_shift,energy_consumption_kwh,produced_units,defect_rate,defect_flag,packing_delay_min,shipment_status
192,2024-07-17,Plant_A,M4,Laminated,5.76,1603.03,65.5,2.84,8.07,0.97,Night,1455.33,720,0.0,0,18.92,On-Time
193,2024-11-23,Plant_A,M2,Float,8.88,1420.04,105.68,1.15,9.12,0.84,Night,1137.2,537,0.0,0,53.71,Delayed
194,2024-03-06,Plant_B,M3,Float,8.37,1479.66,85.25,1.27,5.67,0.75,Day,1237.43,609,0.0,0,40.81,Delayed
195,2024-11-15,Plant_B,M2,Tempered,2.42,1511.85,36.49,1.29,1.11,0.99,Day,1237.51,575,0.0,0,17.79,On-Time
196,2024-06-02,Plant_B,M1,Tempered,5.5,1477.26,99.72,3.65,2.67,0.75,Day,598.4,236,0.0,0,45.86,Delayed
197,2024-11-06,Plant_B,M3,Tempered,4.65,1530.36,64.37,1.82,2.09,0.88,Night,1274.63,777,0.0,0,31.82,On-Time
198,2024-02-11,Plant_A,M2,Tempered,2.42,1565.56,117.16,4.19,3.64,0.99,Night,1101.88,641,0.062,1,44.88,Delayed
199,2024-05-14,Plant_A,M3,Laminated,10.12,1457.31,60.44,4.71,3.02,0.81,Day,932.08,745,0.0,0,36.78,Delayed
200,2024-04-13,Plant_B,M2,Float,11.43,1517.96,51.66,1.49,2.78,0.97,Night,1145.81,657,0.0,0,48.96,On-Time
201,2024-04-23,Plant_A,M2,Laminated,10.61,1541.88,71.45,4.37,7.56,0.93,Day,1156.16,265,0.0,0,32.7,Delayed
202,2024-10-24,Plant_A,M3,Tempered,11.85,1459.32,114.36,1.17,2.48,0.74,Night,1225.98,333,0.0,0,12.81,On-Time
203,2024-08-23,Plant_B,M3,Laminated,7.06,1524.72,78.8,3.36,5.58,0.79,Day,1065.02,685,0.072,1,52.4,On-Time
204,2024-10-02,Plant_B,M2,Tempered,8.36,1536.18,98.5,1.64,5.15,0.7,Night,746.68,712,0.075,1,59.51,On-Time
205,2024-07-06,Plant_A,M4,Tempered,2.99,1564.4,48.36,3.22,7.6,0.88,Night,688.02,623,0.042,1,47.03,Delayed
206,2024-06-12,Plant_A,M2,Float,7.54,1478.86,30.47,4.04,1.32,0.92,Night,702.48,673,0.0,0,22.08,Delayed
207,2024-01-26,Plant_B,M2,Tempered,5.27,1477.29,108.9,4.99,4.31,0.83,Day,1222.07,427,0.0,0,35.58,On-Time
208,2024-11-30,Plant_A,M2,Float,5.92,1458.98,67.14,3.78,1.03,0.89,Night,855.49,523,0.0,0,5.58,On-Time
209,2024-10-30,Plant_B,M1,Laminated,7.88,1610.71,35.84,3.32,6.05,0.87,Day,1103.49,714,0.0,0,48.3,On-Time
210,2024-01-24,Plant_A,M4,Tempered,4.7,1485.2,104.25,2.99,1.69,0.72,Day,834.24,292,0.081,1,42.46,On-Time
211,2024-11-29,Plant_B,M4,Float,9.89,1361.32,43.27,2.31,4.91,0.73,Day,720.61,785,0.064,1,44.14,Delayed
212,2024-07-02,Plant_B,M4,Float,11.98,1540.05,113.98,3.57,4.79,0.89,Night,1285.65,593,0.0,0,24.59,On-Time
213,2024-01-28,Plant_A,M2,Tempered,10.4,1559.93,82.9,1.74,4.26,0.8,Night,526.2,472,0.012,1,49.9,Delayed
214,2024-02-08,Plant_B,M2,Laminated,4.73,1403.13,76.63,2.19,9.47,0.78,Night,929.66,223,0.089,1,50.52,On-Time
215,2024-04-04,Plant_B,M4,Float,3.86,1490.39,73.47,1.53,1.73,0.92,Night,996.46,388,0.0,0,43.77,Delayed
216,2024-08-01,Plant_B,M1,Laminated,9.66,1569.52,44.3,3.44,2.22,0.93,Day,1156.96,389,0.096,1,4.14,Delayed
217,2024-09-12,Plant_A,M4,Float,2.57,1451.18,52.23,4.63,3.25,0.78,Night,1259.4,726,0.0,0,46.6,Delayed
218,2024-05-09,Plant_A,M4,Float,2.65,1455.38,73.88,1.13,1.56,0.97,Day,639.25,699,0.0,0,24.67,Delayed
219,2024-02-28,Plant_B,M2,Tempered,5.47,1512.35,80.42,4.75,1.47,0.83,Night,760.16,344,0.0,0,58.88,On-Time
220,2024-03-09,Plant_A,M3,Laminated,4.57,1504.37,88.88,1.79,6.09,0.84,Night,1472.01,445,0.0,0,20.97,Delayed
221,2024-07-30,Plant_B,M4,Laminated,3.14,1478.66,52.59,4.4,6.05,0.86,Night,614.77,480,0.0,0,43.37,Delayed
222,2024-04-23,Plant_A,M2,Tempered,2.68,1472.91,93.71,3.17,1.74,0.84,Day,984.7,929,0.0,0,56.74,On-Time
223,2024-09-12,Plant_B,M3,Tempered,10.5,1477.58,67.06,3.6,5.91,0.72,Day,1012.5,786,0.0,0,27.55,On-Time
224,2024-03-11,Plant_B,M4,Float,2.52,1600.5,100.77,1.81,3.33,0.75,Day,830.22,854,0.0,0,31.16,Delayed
225,2024-11-18,Plant_A,M2,Laminated,4.05,1481.98,70.61,4.94,7.95,0.71,Night,565.2,404,0.052,1,54.55,Delayed
226,2024-01-19,Plant_B,M2,Tempered,7.39,1525.57,74.8,1.42,6.91,0.95,Night,880.42,929,0.08,1,57.87,On-Time
227,2024-08-01,Plant_B,M1,Laminated,4.04,1408.46,101.36,3.31,6.71,0.94,Night,895.97,285,0.0,0,31.98,On-Time
228,2024-09-29,Plant_A,M2,Tempered,3.58,1510.03,92.63,4.17,3.85,0.96,Day,1406.14,268,0.0,0,59.01,Delayed
229,2024-02-21,Plant_A,M2,Float,3.41,1472.67,110.46,3.62,2.37,0.83,Night,1115.3,690,0.0,0,52.94,Delayed
230,2024-07-21,Plant_B,M3,Float,10.04,1474.21,75.47,4.87,4.76,1.0,Night,1167.92,714,0.0,0,9.96,Delayed
231,2024-01-09,Plant_B,M3,Float,10.82,1440.55,31.13,3.24,5.75,0.92,Day,1390.26,987,0.0,0,43.89,On-Time
232,2024-03-17,Plant_A,M2,Tempered,3.87,1487.24,107.24,4.28,5.87,0.91,Day,814.35,929,0.0,0,49.3,Delayed
233,2024-09-30,Plant_B,M1,Tempered,6.59,1495.44,104.54,2.34,2.56,0.91,Night,1325.98,948,0.0,0,14.39,On-Time
234,2024-08-01,Plant_A,M3,Tempered,3.42,1388.0,61.31,2.8,7.74,0.9,Day,1120.93,547,0.0,0,50.49,On-Time
235,2024-03-27,Plant_A,M1,Tempered,6.71,1501.9,41.36,3.7,3.93,0.91,Night,569.64,969,0.0,0,51.34,Delayed
236,2024-12-17,Plant_A,M3,Laminated,4.27,1506.78,105.33,2.12,6.79,0.91,Day,1012.65,827,0.0,0,12.76,On-Time
237,2024-04-22,Plant_A,M2,Laminated,2.33,1551.43,114.45,4.48,7.89,0.94,Night,1164.98,309,0.033,1,54.43,On-Time
238,2024-02-06,Plant_A,M1,Float,8.71,1434.16,80.44,1.44,5.02,0.84,Day,1364.56,898,0.0,0,22.82,On-Time
239,2024-10-13,Plant_B,M3,Laminated,11.77,1490.62,33.78,3.96,9.26,0.78,Night,1358.34,696,0.0,0,54.65,On-Time
240,2024-01-23,Plant_A,M2,Tempered,9.54,1452.87,102.44,1.07,9.67,0.92,Day,804.75,602,0.0,0,16.89,On-Time
241,2024-04-27,Plant_A,M1,Float,10.73,1516.98,78.66,1.39,3.18,0.7,Night,968.77,775,0.0,0,35.9,Delayed
242,2024-07-08,Plant_A,M4,Tempered,4.97,1467.71,56.99,3.97,1.43,0.97,Night,1352.26,900,0.0,0,35.59,On-Time
243,2024-10-30,Plant_A,M1,Float,10.92,1536.72,33.12,3.33,9.96,0.96,Day,1021.45,255,0.0,0,49.88,Delayed
244,2024-03-24,Plant_A,M2,Tempered,7.99,1467.53,40.34,1.38,9.19,0.9,Night,1329.29,920,0.0,0,34.31,On-Time
245,2024-10-09,Plant_A,M4,Float,7.17,1409.5,69.11,4.1,6.42,0.97,Night,943.38,820,0.0,0,37.88,Delayed
246,2024-12-25,Plant_A,M4,Tempered,7.92,1465.6,93.24,1.95,5.61,0.73,Day,884.51,288,0.0,0,39.13,Delayed
247,2024-04-28,Plant_B,M2,Float,11.51,1573.95,75.56,3.54,1.64,0.78,Day,861.85,245,0.053,1,2.74,Delayed
248,2024-06-06,Plant_B,M1,Laminated,3.4,1530.56,54.91,4.89,3.98,0.84,Night,696.1,928,0.0,0,16.84,Delayed
249,2024-10-06,Plant_B,M1,Laminated,4.07,1489.75,30.69,1.88,1.33,0.73,Night,838.86,232,0.0,0,34.32,Delayed
250,2024-06-20,Plant_A,M4,Laminated,7.13,1500.34,56.41,4.73,4.57,0.73,Night,1117.07,344,0.02,1,20.71,On-Time
251,2024-02-25,Plant_B,M2,Float,7.07,1499.07,93.2,4.97,2.18,0.78,Night,894.58,221,0.0,0,24.66,Delayed
252,2024-06-30,Plant_A,M3,Laminated,11.08,1553.81,94.26,3.43,3.78,0.95,Night,1455.06,357,0.084,1,0.09,Delayed
253,2024-11-16,Plant_A,M3,Tempered,8.36,1507.24,91.79,1.46,4.45,0.84,Day,869.05,383,0.0,0,25.14,On-Time
254,2024-07-16,Plant_A,M2,Laminated,9.51,1469.26,36.39,1.32,4.19,0.98,Night,1168.57,691,0.0,0,21.72,On-Time
255,2024-04-20,Plant_B,M1,Tempered,7.94,1510.34,108.63,3.9,2.09,0.97,Night,566.44,921,0.0,0,8.53,On-Time
256,2024-08-24,Plant_A,M1,Tempered,2.12,1537.95,67.98,2.18,5.37,0.87,Day,543.74,413,0.0,0,33.52,Delayed
257,2024-11-21,Plant_A,M3,Float,5.43,1542.77,106.1,3.77,4.87,0.9,Night,775.38,643,0.0,0,47.34,Delayed
258,2024-11-29,Plant_B,M3,Tempered,6.46,1564.37,101.85,4.29,8.72,0.97,Night,930.99,797,0.0,0,34.93,On-Time
259,2024-08-18,Plant_A,M3,Laminated,5.71,1579.28,91.96,2.5,2.5,0.83,Night,642.59,894,0.09,1,20.75,On-Time
260,2024-08-23,Plant_A,M4,Float,3.54,1538.98,32.29,3.58,6.73,0.8,Night,571.71,685,0.0,0,18.67,On-Time
261,2024-07-01,Plant_B,M4,Laminated,8.77,1418.56,49.61,4.95,5.09,0.91,Night,640.55,456,0.0,0,1.65,Delayed
262,2024-08-23,Plant_A,M4,Tempered,7.05,1563.62,116.76,2.54,1.35,0.71,Night,887.99,424,0.024,1,1.4,On-Time
263,2024-03-19,Plant_B,M2,Tempered,9.56,1409.81,111.01,1.46,9.6,0.79,Night,1388.4,696,0.0,0,49.6,Delayed
264,2024-11-06,Plant_B,M4,Laminated,11.84,1482.25,55.96,4.84,4.51,0.82,Night,840.39,687,0.0,0,9.25,Delayed
265,2024-04-04,Plant_A,M4,Laminated,7.54,1578.64,105.03,2.76,3.72,0.78,Night,694.62,690,0.015,1,20.55,Delayed
266,2024-06-18,Plant_A,M1,Float,4.7,1512.52,116.98,3.23,4.13,0.87,Night,639.2,610,0.0,0,37.57,On-Time
267,2024-10-22,Plant_A,M3,Laminated,6.89,1514.59,81.24,3.48,2.81,0.82,Night,539.46,710,0.0,0,32.58,On-Time
268,2024-12-23,Plant_B,M3,Float,4.28,1544.97,116.76,4.64,7.5,0.86,Day,1369.97,446,0.022,1,47.43,Delayed
269,2024-03-27,Plant_B,M3,Float,3.25,1466.73,108.94,4.78,2.34,0.84,Night,1480.99,700,0.0,0,51.81,Delayed
270,2024-11-02,Plant_A,M4,Float,7.89,1543.66,63.78,2.14,2.83,0.93,Day,886.54,862,0.0,0,29.54,Delayed
271,2024-12-07,Plant_B,M2,Laminated,7.77,1559.7,98.81,3.29,9.6,0.76,Day,609.26,257,0.0,0,26.35,Delayed
272,2024-10-13,Plant_A,M1,Tempered,10.47,1483.16,110.38,1.25,8.95,0.83,Day,1010.43,819,0.0,0,55.58,On-Time
273,2024-12-13,Plant_A,M3,Laminated,2.19,1597.85,95.04,3.77,2.21,0.79,Day,858.72,966,0.0,0,16.73,On-Time
274,2024-10-16,Plant_A,M1,Laminated,4.11,1487.93,116.17,1.04,9.98,0.9,Night,1328.47,999,0.0,0,0.86,Delayed
275,2024-02-05,Plant_A,M2,Laminated,9.38,1525.75,42.86,4.01,7.92,0.9,Night,1266.12,646,0.0,0,36.82,Delayed
276,2024-02-22,Plant_B,M1,Float,2.89,1535.78,73.89,1.31,4.67,0.82,Day,566.01,927,0.0,0,6.66,Delayed
277,2024-06-15,Plant_A,M4,Tempered,10.08,1501.51,56.96,1.31,5.51,0.94,Day,1207.09,879,0.0,0,4.37,On-Time
278,2024-09-03,Plant_A,M1,Tempered,6.03,1530.43,56.58,1.93,3.53,0.94,Night,1429.23,927,0.0,0,54.37,On-Time
279,2024-10-03,Plant_B,M2,Tempered,5.21,1422.96,87.64,4.92,6.43,0.81,Day,1147.82,283,0.0,0,53.32,Delayed
280,2024-08-20,Plant_B,M1,Tempered,7.03,1493.37,70.44,3.34,6.62,0.72,Night,1182.62,691,0.032,1,42.84,On-Time
281,2024-12-27,Plant_B,M1,Float,10.23,1511.83,76.82,1.57,7.98,0.78,Night,996.7,734,0.036,1,8.03,Delayed
282,2024-09-10,Plant_A,M3,Float,8.3,1568.49,34.89,3.99,3.86,0.7,Day,1011.13,631,0.014,1,16.57,Delayed
283,2024-12-10,Plant_B,M3,Laminated,9.07,1457.08,39.17,2.44,3.43,0.95,Night,813.35,462,0.0,0,53.51,On-Time
284,2024-06-20,Plant_A,M2,Float,6.34,1556.28,111.89,2.51,9.68,0.73,Night,1187.02,811,0.0,0,23.26,Delayed
285,2024-02-08,Plant_A,M1,Laminated,8.33,1526.11,89.97,4.86,7.85,0.99,Night,1202.54,850,0.0,0,6.32,Delayed
286,2024-06-05,Plant_A,M4,Float,9.82,1459.18,87.97,1.19,4.24,0.99,Day,1000.4,874,0.0,0,27.46,On-Time
287,2024-05-23,Plant_B,M2,Tempered,4.09,1429.77,34.71,4.07,4.75,0.95,Night,1350.35,929,0.029,1,39.44,Delayed
288,2024-01-06,Plant_A,M3,Tempered,6.72,1429.18,109.21,1.86,7.1,0.88,Day,795.3,581,0.0,0,39.1,On-Time
289,2024-06-20,Plant_B,M2,Float,9.39,1553.76,65.56,3.85,2.79,0.97,Night,787.41,272,0.043,1,3.49,On-Time
290,2024-07-17,Plant_A,M1,Laminated,3.12,1431.56,76.43,2.07,8.52,0.7,Night,879.09,636,0.0,0,1.16,On-Time
291,2024-11-28,Plant_B,M2,Float,3.24,1489.1,66.39,3.12,6.36,0.7,Night,964.1,930,0.097,1,31.14,On-Time
292,2024-12-29,Plant_B,M3,Laminated,8.78,1368.06,58.07,4.1,7.96,0.86,Night,1476.01,932,0.0,0,1.02,On-Time
293,2024-03-04,Plant_A,M1,Laminated,9.7,1488.12,53.9,1.07,3.64,0.93,Night,1017.96,817,0.0,0,22.3,On-Time
294,2024-01-28,Plant_B,M4,Tempered,2.01,1509.61,56.98,3.59,9.77,0.95,Night,523.59,940,0.0,0,46.99,Delayed
295,2024-07-26,Plant_B,M1,Laminated,9.8,1386.33,57.26,1.26,3.05,0.77,Day,984.08,674,0.0,0,28.43,Delayed
296,2024-08-17,Plant_A,M4,Float,2.58,1453.19,116.2,4.77,8.07,1.0,Day,1044.48,984,0.097,1,4.54,On-Time
297,2024-10-17,Plant_A,M1,Laminated,5.66,1466.89,42.67,3.49,8.03,0.87,Night,646.96,456,0.0,0,38.16,On-Time
298,2024-01-28,Plant_A,M3,Laminated,5.88,1470.11,90.67,2.04,4.11,0.98,Night,790.5,638,0.0,0,53.41,On-Time
299,2024-10-06,Plant_B,M4,Tempered,9.08,1445.55,116.21,3.12,3.18,0.85,Night,1179.62,880,0.0,0,16.48,Delayed
300,2024-02-02,Plant_B,M3,Laminated,10.07,1492.21,71.37,3.19,4.9,0.71,Day,665.75,573,0.0,0,12.55,Delayed
301,2024-03-03,Plant_B,M1,Laminated,2.5,1522.39,51.78,4.84,2.77,0.99,Night,1494.82,657,0.0,0,58.87,Delayed
302,2024-07-04,Plant_B,M2,Tempered,7.7,1518.55,53.36,2.75,6.34,0.72,Day,1122.34,468,0.098,1,11.41,Delayed
303,2024-09-27,Plant_B,M3,Laminated,9.93,1501.33,117.96,4.03,2.46,0.84,Night,1218.33,697,0.0,0,38.44,Delayed
304,2024-08-25,Plant_A,M3,Laminated,8.67,1528.6,44.64,3.26,7.94,0.85,Night,512.1,992,0.0,0,21.42,Delayed
305,2024-07-05,Plant_B,M1,Float,11.26,1531.43,49.99,2.29,8.63,0.92,Night,595.4,717,0.049,1,1.75,On-Time
306,2024-09-17,Plant_A,M3,Laminated,6.81,1436.53,89.62,1.47,3.6,0.82,Night,1419.53,330,0.099,1,2.69,On-Time
307,2024-07-05,Plant_B,M2,Laminated,9.61,1432.79,97.88,4.67,9.56,0.87,Night,857.12,410,0.081,1,15.06,On-Time
308,2024-07-27,Plant_A,M3,Tempered,7.64,1419.84,62.27,3.63,3.16,0.76,Day,1418.24,919,0.0,0,30.36,Delayed
309,2024-02-23,Plant_A,M1,Float,4.21,1510.7,55.42,4.8,6.23,0.83,Day,1080.09,720,0.0,0,45.53,On-Time
310,2024-02-20,Plant_A,M2,Laminated,4.82,1490.53,61.77,4.58,9.52,0.97,Day,919.45,231,0.0,0,28.58,Delayed
311,2024-11-16,Plant_A,M3,Tempered,6.98,1520.45,46.75,2.33,8.7,0.76,Night,571.16,880,0.0,0,56.45,On-Time
312,2024-12-06,Plant_A,M4,Float,7.07,1433.72,66.85,4.24,8.52,0.8,Day,1193.62,788,0.0,0,39.28,Delayed
313,2024-07-15,Plant_A,M1,Float,3.52,1505.47,55.42,2.7,1.34,0.74,Day,1265.55,761,0.0,0,24.99,On-Time
314,2024-11-06,Plant_B,M2,Tempered,7.23,1552.63,34.92,4.89,3.04,0.79,Night,803.94,679,0.031,1,0.09,Delayed
315,2024-11-10,Plant_A,M1,Tempered,9.29,1560.87,106.36,2.69,3.73,0.8,Night,1212.62,225,0.084,1,10.9,On-Time
316,2024-03-20,Plant_B,M3,Tempered,5.71,1541.03,111.17,4.23,9.86,0.93,Night,893.2,649,0.0,0,39.66,On-Time
317,2024-02-12,Plant_A,M1,Float,2.78,1590.11,45.06,4.12,6.25,0.99,Night,542.42,409,0.034,1,36.09,Delayed
318,2024-07-21,Plant_A,M4,Laminated,4.97,1519.16,94.3,4.04,1.92,0.85,Day,1008.89,631,0.043,1,55.98,On-Time
319,2024-10-10,Plant_A,M3,Laminated,10.28,1554.1,71.55,4.68,7.25,0.92,Day,1361.69,813,0.0,0,48.42,Delayed
320,2024-03-04,Plant_A,M1,Float,3.95,1549.78,61.08,2.34,9.81,0.96,Day,1201.17,631,0.0,0,33.72,On-Time
321,2024-04-19,Plant_A,M4,Float,11.47,1380.44,44.67,4.14,7.61,0.82,Night,525.19,697,0.0,0,0.69,Delayed
322,2024-12-06,Plant_A,M1,Float,9.04,1496.26,117.32,2.75,3.11,0.91,Day,1317.13,793,0.0,0,58.02,Delayed
323,2024-05-16,Plant_A,M2,Laminated,2.52,1590.96,107.64,1.72,8.2,0.87,Night,896.55,900,0.0,0,51.92,Delayed
324,2024-02-29,Plant_A,M1,Tempered,3.57,1502.0,57.88,2.16,8.84,0.9,Day,1296.68,834,0.0,0,37.49,On-Time
325,2024-04-11,Plant_A,M3,Float,7.72,1503.49,55.89,2.23,4.18,0.89,Day,834.05,649,0.0,0,24.27,On-Time
326,2024-12-22,Plant_B,M2,Laminated,2.68,1468.01,100.54,2.14,4.89,0.91,Night,832.46,525,0.0,0,22.44,On-Time
327,2024-08-07,Plant_B,M3,Float,11.44,1569.36,86.91,1.8,4.77,0.93,Day,601.37,492,0.0,0,16.58,On-Time
328,2024-03-29,Plant_A,M3,Float,6.32,1557.33,118.23,1.27,5.67,0.75,Day,1470.68,490,0.02,1,24.22,Delayed
329,2024-08-09,Plant_B,M2,Laminated,9.38,1467.86,61.19,2.59,3.38,0.76,Night,983.04,624,0.0,0,17.25,On-Time
330,2024-08-09,Plant_A,M1,Float,8.57,1585.08,117.17,3.41,1.69,0.72,Night,1451.42,437,0.037,1,5.52,Delayed
331,2024-11-26,Plant_A,M1,Laminated,7.99,1574.93,54.07,1.06,9.69,0.78,Day,1176.03,851,0.074,1,36.6,Delayed
332,2024-12-25,Plant_B,M2,Laminated,5.13,1562.39,54.4,3.39,8.79,0.98,Day,605.91,339,0.024,1,56.68,Delayed
333,2024-09-07,Plant_A,M3,Laminated,9.37,1489.25,82.88,3.8,7.12,0.82,Day,515.39,395,0.0,0,15.19,On-Time
334,2024-03-23,Plant_A,M3,Laminated,6.5,1513.84,116.18,2.6,8.56,0.76,Night,1172.46,678,0.0,0,6.11,Delayed
335,2024-01-19,Plant_B,M4,Float,2.08,1456.78,97.35,4.66,4.91,0.78,Day,934.4,647,0.0,0,0.54,On-Time
336,2024-06-02,Plant_B,M1,Float,7.89,1492.95,85.2,3.55,3.18,0.91,Night,591.39,713,0.0,0,52.65,Delayed
337,2024-02-03,Plant_B,M3,Tempered,9.39,1465.07,52.28,1.25,5.13,0.92,Night,1106.73,996,0.0,0,4.87,Delayed
338,2024-12-01,Plant_B,M1,Tempered,11.51,1456.47,105.46,4.22,8.41,0.98,Night,1044.25,469,0.0,0,37.01,Delayed
339,2024-11-13,Plant_A,M1,Laminated,9.43,1507.72,36.16,2.48,9.29,0.88,Day,1038.33,449,0.0,0,22.11,On-Time
340,2024-10-05,Plant_B,M1,Tempered,10.95,1585.6,89.98,4.15,5.09,0.89,Day,748.38,434,0.0,0,25.66,On-Time
341,2024-07-16,Plant_B,M1,Laminated,6.43,1526.92,35.76,4.3,3.63,0.83,Day,521.91,683,0.0,0,30.16,On-Time
342,2024-07-25,Plant_B,M3,Float,2.56,1509.21,74.2,4.71,1.95,0.93,Day,909.67,951,0.069,1,15.61,On-Time
343,2024-05-10,Plant_A,M3,Tempered,3.59,1527.14,109.35,4.26,7.17,0.73,Day,789.19,519,0.0,0,15.0,On-Time
344,2024-10-19,Plant_B,M3,Float,7.15,1448.06,78.2,2.43,4.18,0.95,Night,1289.29,640,0.0,0,54.83,Delayed
345,2024-02-06,Plant_B,M2,Float,11.53,1442.72,75.51,4.76,8.89,0.73,Night,892.73,892,0.0,0,30.19,Delayed
346,2024-10-09,Plant_B,M1,Tempered,3.94,1431.83,107.29,3.71,8.54,0.96,Day,1248.36,839,0.0,0,36.63,Delayed
347,2024-06-06,Plant_B,M2,Laminated,3.6,1450.61,92.46,1.92,2.06,0.75,Day,501.99,468,0.0,0,43.94,Delayed
348,2024-09-22,Plant_B,M3,Float,7.15,1526.74,44.52,1.33,1.17,0.75,Day,1390.86,688,0.0,0,21.26,On-Time
349,2024-12-14,Plant_B,M1,Float,3.05,1505.29,84.7,1.98,1.52,0.82,Day,734.2,934,0.0,0,57.59,On-Time
350,2024-08-08,Plant_B,M2,Float,8.16,1423.64,80.12,2.66,4.86,0.86,Day,1196.43,217,0.0,0,10.3,On-Time
351,2024-06-14,Plant_B,M4,Laminated,7.0,1550.76,86.83,3.13,2.04,0.88,Night,617.2,494,0.04,1,8.57,Delayed
352,2024-01-16,Plant_B,M3,Tempered,8.92,1487.94,48.56,2.57,9.06,0.76,Day,1007.81,755,0.0,0,1.09,On-Time
353,2024-09-12,Plant_A,M3,Laminated,9.93,1497.71,80.46,3.51,7.2,0.78,Night,509.98,448,0.075,1,32.14,On-Time
354,2024-04-22,Plant_A,M3,Laminated,10.36,1461.75,103.92,4.37,5.37,0.8,Night,1291.56,562,0.0,0,11.01,On-Time
355,2024-09-12,Plant_A,M3,Laminated,10.55,1495.49,36.81,2.55,8.23,0.97,Night,703.47,634,0.0,0,52.64,Delayed
356,2024-10-06,Plant_B,M4,Float,5.89,1551.17,78.76,4.87,1.6,0.89,Day,574.11,717,0.0,0,48.23,On-Time
357,2024-10-06,Plant_A,M1,Laminated,6.33,1446.11,61.55,2.49,1.62,0.81,Day,964.24,768,0.0,0,39.4,Delayed
358,2024-06-08,Plant_B,M2,Tempered,9.09,1465.56,30.75,1.87,6.96,0.85,Night,505.31,337,0.0,0,46.37,On-Time
359,2024-09-25,Plant_B,M2,Float,7.48,1569.83,97.66,4.21,5.66,0.74,Day,1171.16,691,0.066,1,44.54,On-Time
360,2024-01-25,Plant_A,M4,Tempered,3.7,1520.73,47.55,4.56,7.75,0.97,Day,1258.72,220,0.0,0,39.25,On-Time
361,2024-06-18,Plant_A,M2,Tempered,10.89,1593.23,44.08,2.9,7.45,0.78,Night,702.25,940,0.038,1,14.49,Delayed
362,2024-05-26,Plant_A,M1,Tempered,4.15,1555.5,68.24,4.63,5.56,0.76,Day,576.97,311,0.073,1,22.97,On-Time
363,2024-07-24,Plant_B,M3,Laminated,10.22,1555.42,54.48,3.77,3.38,0.98,Night,1136.37,560,0.0,0,16.17,Delayed
364,2024-09-20,Plant_B,M4,Float,3.91,1529.84,92.52,1.87,6.36,0.78,Day,1161.97,594,0.0,0,46.68,Delayed
365,2024-04-12,Plant_A,M1,Float,9.61,1452.53,68.91,1.12,3.34,0.71,Day,1379.19,540,0.0,0,33.44,On-Time
366,2024-03-14,Plant_B,M4,Laminated,2.39,1571.74,90.02,2.29,9.08,0.97,Day,825.29,626,0.0,0,59.77,On-Time
367,2024-11-08,Plant_B,M2,Laminated,10.25,1476.54,81.9,1.27,1.85,1.0,Day,826.64,334,0.0,0,48.4,Delayed
368,2024-02-28,Plant_B,M3,Float,10.58,1532.23,119.79,1.97,1.36,0.82,Day,630.08,912,0.0,0,21.63,On-Time
369,2024-03-07,Plant_A,M4,Tempered,9.84,1409.4,88.89,1.93,1.13,0.93,Night,1123.74,223,0.0,0,2.34,Delayed
370,2024-10-27,Plant_B,M3,Laminated,10.37,1532.03,85.76,3.25,6.62,0.96,Night,1086.94,352,0.0,0,59.44,On-Time
371,2024-05-02,Plant_A,M1,Laminated,9.57,1588.44,65.03,1.92,6.37,0.98,Night,1429.14,985,0.041,1,31.66,Delayed
372,2024-01-01,Plant_B,M1,Float,4.12,1475.39,119.61,4.92,6.85,0.94,Night,1215.1,682,0.063,1,3.2,On-Time
373,2024-02-02,Plant_A,M4,Tempered,6.55,1559.48,63.58,4.77,2.51,0.85,Day,1190.88,896,0.0,0,38.92,Delayed
374,2024-09-12,Plant_B,M4,Float,4.75,1558.56,44.06,3.54,6.39,0.75,Day,1205.14,835,0.051,1,40.07,On-Time
375,2024-10-04,Plant_B,M1,Float,10.37,1526.15,92.97,4.35,8.23,0.99,Day,1035.94,216,0.054,1,24.11,On-Time
376,2024-05-15,Plant_A,M2,Float,3.54,1566.54,81.53,2.11,9.29,0.87,Day,1092.84,323,0.0,0,3.12,On-Time
377,2024-04-04,Plant_A,M4,Float,2.32,1459.63,84.62,4.52,8.95,0.9,Day,711.23,732,0.0,0,53.17,Delayed
378,2024-04-15,Plant_A,M1,Laminated,3.97,1492.55,96.37,2.15,8.22,1.0,Day,530.03,813,0.0,0,37.36,On-Time
379,2024-10-29,Plant_A,M1,Float,11.73,1559.62,35.62,2.34,1.6,0.99,Night,1316.97,741,0.087,1,56.28,Delayed
380,2024-07-18,Plant_B,M4,Tempered,2.85,1493.99,64.7,1.28,2.9,0.77,Day,969.11,693,0.034,1,6.06,On-Time
381,2024-07-31,Plant_B,M2,Tempered,3.67,1414.89,101.85,2.31,3.69,0.77,Day,629.68,518,0.0,0,21.32,On-Time
382,2024-01-26,Plant_A,M2,Laminated,8.74,1476.86,35.63,1.84,8.28,0.74,Night,842.65,251,0.0,0,9.3,On-Time
383,2024-02-26,Plant_A,M1,Float,2.83,1404.1,80.71,4.22,2.23,0.87,Day,1005.51,435,0.0,0,37.44,On-Time
384,2024-02-16,Plant_A,M3,Tempered,4.74,1492.49,73.91,1.33,5.14,0.79,Night,1322.38,533,0.0,0,25.12,On-Time
