batch_id,production_date,plant_id,machine_id,glass_type,thickness_mm,furnace_temperature_c,cooling_time_sec,pressure_bar,line_speed_mps,raw_material_quality,operator_shift,operator_experience_years,ambient_humidity_pct,furnace_zone,energy_consumption_kwh,produced_units,scrap_units,rework_units,defect_rate,defect_flag,estimated_scrap_cost_eur,packing_delay_min,downtime_min,shipment_status,co2_emissions_kg
326,2024-02-19,Plant_A,M1,Solar,4.79,1515.63,77.24,3.72,5.12,0.92,Day,7.7,47.45,Zone_3,1109.92,953,5,0,0.0056,0,156.05,19.04,10.77,On-Time,455.07
327,2024-02-27,Plant_A,M5,Laminated,7.74,1512.16,80.84,2.9,5.52,0.92,Day,7.8,65.32,Zone_3,690.39,565,2,0,0.004,0,54.3,10.46,1.85,On-Time,283.06
328,2024-11-24,Plant_A,M3,Tempered,7.25,1521.35,70.5,3.55,6.12,0.85,Weekend,6.9,41.91,Zone_3,1192.25,1063,5,0,0.0058,0,133.68,4.6,12.93,On-Time,488.82
329,2024-11-03,Plant_B,M1,Tempered,4.04,1511.73,73.84,3.33,5.26,0.82,Night,3.8,45.11,Zone_2,687.84,634,5,0,0.0106,0,126.54,15.28,6.2,On-Time,282.01
330,2024-02-18,Plant_B,M4,Laminated,8.4,1504.98,104.11,3.5,5.53,0.91,Night,2.9,66.22,Zone_2,710.81,534,28,6,0.0587,1,891.14,42.45,24.45,Delayed,291.43
331,2025-01-20,Plant_A,M5,Solar,5.72,1540.78,59.23,3.91,6.81,0.89,Day,8.2,60.15,Zone_1,1514.0,1180,4,0,0.0055,0,130.11,30.17,7.4,Delayed,620.74
332,2024-05-27,Plant_B,M1,Solar,5.1,1507.03,86.32,4.1,7.41,0.93,Weekend,6.1,57.4,Zone_3,1341.89,1124,89,37,0.1312,1,3131.56,35.25,28.81,Delayed,550.17
333,2025-02-01,Plant_A,M3,Tempered,5.26,1517.49,57.7,3.61,6.42,0.95,Day,5.1,43.21,Zone_1,669.24,596,2,0,0.0042,0,52.21,0.97,5.01,On-Time,274.39
334,2025-01-14,Plant_A,M5,Tempered,10.85,1529.86,59.77,3.26,7.02,0.92,Day,4.7,65.21,Zone_2,900.48,804,3,0,0.0051,0,71.57,6.76,0.03,On-Time,369.2
335,2024-02-10,Plant_A,M2,Tempered,5.29,1539.65,58.91,3.7,6.34,0.94,Day,6.5,49.51,Zone_2,971.75,833,4,0,0.0061,0,98.82,2.66,6.48,On-Time,398.42
336,2024-01-16,Plant_A,M2,Float,7.67,1485.76,76.52,2.68,7.97,0.99,Night,7.5,59.85,Zone_2,809.44,925,4,0,0.0071,0,65.37,1.23,13.92,On-Time,331.87
337,2024-07-28,Plant_B,M2,Laminated,8.85,1522.15,76.98,3.08,4.82,0.88,Night,1.3,44.64,Zone_2,1387.66,1033,6,0,0.009,0,192.79,14.22,17.01,On-Time,568.94
338,2025-01-02,Plant_B,M3,Laminated,13.34,1487.54,96.82,4.0,5.8,0.91,Day,5.5,47.61,Zone_2,1232.67,1006,68,16,0.1067,1,2093.57,18.49,21.32,Delayed,505.39
339,2025-04-25,Plant_B,M2,Laminated,8.57,1510.7,80.41,3.43,4.19,0.9,Day,10.3,65.62,Zone_1,856.49,660,7,0,0.012,0,189.46,10.65,0.0,On-Time,351.16
340,2024-08-14,Plant_C,M2,Float,4.42,1526.72,62.51,2.35,6.36,0.91,Day,6.2,52.99,Zone_3,1014.79,950,9,0,0.0118,0,130.47,15.91,3.91,On-Time,416.06
341,2025-03-03,Plant_B,M2,Tempered,7.23,1509.6,81.82,3.6,6.34,0.84,Day,7.9,65.89,Zone_2,891.01,798,3,0,0.0057,0,71.25,0.15,5.54,On-Time,365.31
342,2024-09-08,Plant_B,M5,Laminated,13.89,1514.23,62.45,2.9,6.53,0.99,Day,9.5,35.43,Zone_2,866.27,668,3,0,0.006,0,85.76,9.99,0.01,On-Time,355.17
343,2025-05-17,Plant_B,M2,Laminated,7.93,1506.11,64.16,2.96,4.37,0.89,Day,8.6,69.37,Zone_3,594.93,465,2,0,0.0053,0,53.77,7.49,5.97,On-Time,243.92
344,2024-07-07,Plant_C,M1,Float,5.0,1523.6,72.52,2.35,6.98,0.81,Night,1.6,55.83,Zone_1,1197.08,1154,6,0,0.0067,0,96.82,6.38,11.29,On-Time,490.8
345,2024-02-19,Plant_A,M4,Tempered,4.03,1463.86,90.97,3.41,4.98,0.86,Night,0.8,74.49,Zone_1,815.96,871,101,34,0.1438,1,2606.85,26.91,18.17,Delayed,334.54
346,2024-06-03,Plant_A,M2,Solar,5.16,1528.35,58.26,3.37,5.55,0.91,Day,6.0,73.8,Zone_3,839.45,676,6,0,0.0091,0,192.15,0.0,17.63,On-Time,344.17
347,2025-05-09,Plant_C,M4,Float,5.31,1488.52,76.18,2.93,8.38,0.94,Day,9.2,72.76,Zone_3,629.99,628,4,0,0.0089,0,69.24,17.33,3.69,On-Time,258.3
348,2024-01-18,Plant_C,M3,Laminated,10.5,1534.38,69.34,3.47,5.48,0.87,Day,8.8,58.65,Zone_3,1146.34,786,7,0,0.0097,0,214.06,8.75,12.06,On-Time,470.0
349,2024-07-02,Plant_A,M1,Tempered,6.97,1518.05,61.05,3.33,6.89,0.89,Day,6.5,62.05,Zone_3,830.56,784,6,0,0.011,0,135.76,0.0,0.0,On-Time,340.53
350,2024-12-28,Plant_B,M4,Float,5.81,1478.68,68.03,2.51,7.72,0.86,Day,6.0,44.98,Zone_2,696.8,741,3,0,0.0058,0,47.65,5.02,0.0,On-Time,285.69
351,2024-09-06,Plant_C,M2,Laminated,6.76,1511.96,94.31,2.72,6.65,0.84,Night,5.5,49.82,Zone_1,689.3,514,4,0,0.0108,0,115.8,19.02,13.49,On-Time,282.61
352,2024-02-02,Plant_A,M4,Solar,4.34,1507.68,82.55,3.45,6.52,0.99,Day,8.0,66.72,Zone_2,1271.38,1071,59,18,0.0656,1,2207.98,19.75,23.05,On-Time,521.27
353,2024-01-10,Plant_C,M2,Float,4.05,1502.11,62.14,2.94,6.21,0.87,Day,3.0,62.73,Zone_2,540.57,543,2,0,0.0054,0,33.26,23.83,13.84,Delayed,221.63
354,2024-12-05,Plant_C,M1,Float,3.7,1540.09,74.26,1.91,7.92,0.87,Day,8.3,58.03,Zone_3,618.57,581,4,0,0.0109,0,64.81,5.15,0.0,On-Time,253.61
355,2025-05-01,Plant_B,M1,Float,7.7,1487.95,74.55,2.44,7.76,0.87,Night,1.8,70.79,Zone_2,787.51,877,6,0,0.0102,0,98.79,11.93,8.64,On-Time,322.88
356,2024-02-03,Plant_A,M3,Float,3.51,1461.17,71.81,3.16,7.33,0.94,Weekend,3.1,61.81,Zone_3,784.36,946,59,11,0.084,1,905.44,23.49,28.51,Delayed,321.59
357,2025-02-11,Plant_A,M3,Tempered,4.17,1538.04,90.85,4.28,6.03,0.91,Night,3.2,52.68,Zone_3,1186.76,1005,5,0,0.0084,0,133.92,7.88,15.43,On-Time,486.57
358,2025-02-02,Plant_C,M5,Laminated,11.53,1558.71,98.34,3.05,5.15,0.84,Day,8.1,70.43,Zone_3,1436.96,944,92,18,0.1327,1,2748.97,26.31,13.56,Delayed,589.15
359,2024-03-21,Plant_C,M3,Float,5.41,1496.12,78.12,2.07,7.01,0.96,Day,5.2,58.3,Zone_1,549.99,542,2,0,0.0065,0,32.49,11.1,0.0,On-Time,225.5
360,2024-12-14,Plant_C,M5,Solar,5.89,1554.2,82.28,3.72,4.83,0.82,Weekend,6.9,41.22,Zone_2,1524.8,1054,31,11,0.0353,1,1002.61,48.91,28.24,Delayed,625.17
361,2024-10-06,Plant_B,M4,Tempered,10.76,1521.22,62.84,3.19,6.67,0.87,Day,8.8,43.22,Zone_2,1041.93,873,2,0,0.004,0,50.75,10.58,1.66,On-Time,427.19
362,2025-01-24,Plant_A,M5,Laminated,10.99,1498.26,75.14,3.27,5.62,0.85,Night,6.5,65.37,Zone_3,1103.37,938,5,0,0.0077,0,142.18,22.33,15.77,Delayed,452.38
363,2024-10-01,Plant_A,M4,Tempered,4.42,1500.15,61.8,2.97,6.09,0.89,Night,2.6,45.3,Zone_2,957.02,901,4,0,0.0061,0,99.85,9.94,3.46,On-Time,392.38
364,2024-04-03,Plant_A,M3,Solar,5.92,1544.67,70.11,3.63,6.13,0.77,Day,6.7,75.55,Zone_2,1375.45,1037,53,16,0.0779,1,1729.76,25.25,22.61,Delayed,563.93
365,2024-03-30,Plant_A,M4,Solar,3.35,1535.81,72.94,3.64,5.64,0.82,Night,7.5,68.63,Zone_3,817.14,619,3,0,0.0053,0,93.75,16.62,7.2,On-Time,335.03
366,2024-01-27,Plant_A,M3,Float,6.03,1480.59,62.16,2.44,7.83,0.83,Night,8.8,57.03,Zone_2,614.93,691,5,0,0.0089,0,85.08,9.41,9.76,On-Time,252.12
367,2024-01-13,Plant_B,M4,Solar,4.31,1548.48,85.47,4.2,6.62,0.89,Night,3.1,49.23,Zone_3,1082.6,757,6,0,0.0098,0,202.03,21.79,9.2,On-Time,443.87
368,2024-09-05,Plant_C,M5,Tempered,11.19,1543.82,86.78,3.65,5.2,0.86,Night,6.6,39.88,Zone_1,603.69,480,2,0,0.0053,0,47.87,11.05,14.67,On-Time,247.51
369,2024-11-04,Plant_B,M4,Tempered,6.77,1541.15,83.0,3.51,5.44,0.86,Day,7.5,42.14,Zone_2,828.47,648,4,0,0.0109,0,97.45,25.19,17.64,Delayed,339.67
370,2024-11-02,Plant_B,M1,Laminated,13.0,1518.74,60.79,3.3,5.88,0.77,Day,8.1,50.32,Zone_1,1119.91,861,3,0,0.004,0,89.05,18.45,12.16,On-Time,459.16
371,2025-05-22,Plant_C,M5,Tempered,9.93,1510.23,84.93,3.92,5.79,0.96,Day,7.5,54.37,Zone_1,623.47,550,5,0,0.0104,0,110.6,18.51,10.18,On-Time,255.62
372,2025-02-09,Plant_B,M5,Solar,3.7,1562.87,82.85,3.91,5.81,0.88,Night,2.9,58.71,Zone_2,1158.09,805,3,0,0.004,0,99.37,18.48,6.17,On-Time,474.82
373,2025-03-16,Plant_C,M5,Tempered,4.72,1503.78,89.54,3.32,5.94,0.89,Day,3.9,74.0,Zone_3,1227.92,1098,9,0,0.0096,0,219.03,16.25,2.52,On-Time,503.45
374,2024-07-24,Plant_B,M3,Tempered,8.7,1521.74,88.86,3.24,5.98,0.9,Weekend,3.4,45.98,Zone_2,681.8,570,3,0,0.0079,0,69.35,24.64,5.23,Delayed,279.54
375,2025-05-17,Plant_C,M2,Laminated,10.09,1544.49,67.06,3.26,4.12,0.92,Day,2.8,62.85,Zone_2,1057.2,717,4,0,0.0075,0,118.45,18.44,8.45,On-Time,433.45
376,2024-07-23,Plant_C,M5,Tempered,10.61,1518.76,66.73,2.79,6.29,0.85,Night,4.2,45.95,Zone_3,1307.74,1113,81,31,0.0989,1,1826.44,44.11,26.51,Delayed,536.17
377,2025-04-17,Plant_C,M2,Solar,3.3,1553.45,81.07,3.54,5.99,0.88,Night,3.3,68.41,Zone_3,948.76,653,37,12,0.0689,1,1398.5,32.86,18.6,Delayed,388.99
378,2025-02-22,Plant_C,M4,Tempered,6.32,1529.69,66.96,3.8,7.05,0.82,Night,1.3,67.14,Zone_1,872.94,688,42,10,0.1015,1,1006.74,24.91,22.87,Delayed,357.91
379,2024-06-06,Plant_C,M4,Solar,4.8,1574.03,61.91,3.14,6.53,0.85,Day,6.9,60.7,Zone_3,683.83,424,28,6,0.1015,1,1010.29,15.72,17.04,Delayed,280.37
380,2025-02-14,Plant_C,M5,Solar,4.01,1523.4,69.22,3.33,5.2,0.97,Night,4.5,64.49,Zone_2,1091.86,833,8,0,0.0115,0,275.32,17.02,5.12,On-Time,447.66
381,2024-03-28,Plant_A,M2,Laminated,9.68,1493.24,100.33,2.19,6.38,0.84,Day,5.6,60.09,Zone_3,1104.87,946,57,25,0.0876,1,1625.75,24.64,21.25,Delayed,453.0
382,2025-02-13,Plant_B,M4,Float,6.78,1499.03,45.76,3.37,8.01,0.88,Day,6.9,76.02,Zone_2,872.3,879,58,14,0.086,1,861.49,18.65,19.07,Delayed,357.64
383,2025-06-15,Plant_C,M5,Tempered,11.58,1493.46,83.35,3.3,6.38,0.93,Day,5.2,60.98,Zone_2,559.28,523,1,0,0.004,0,26.74,10.74,8.72,On-Time,229.3
384,2025-05-27,Plant_A,M3,Float,6.95,1484.02,45.54,2.52,7.26,0.93,Day,8.3,52.55,Zone_2,897.29,1008,5,0,0.0078,0,74.23,11.77,0.0,On-Time,367.89
385,2024-03-28,Plant_A,M2,Laminated,12.74,1527.96,81.19,2.64,4.65,0.88,Day,6.8,75.23,Zone_2,1399.56,1077,3,0,0.0045,0,88.04,2.13,8.33,On-Time,573.82
386,2025-06-17,Plant_B,M3,Solar,5.16,1514.24,69.01,3.27,6.66,0.94,Day,5.7,54.85,Zone_3,684.35,533,2,0,0.004,0,66.37,15.25,9.83,On-Time,280.58
387,2024-11-22,Plant_A,M3,Float,6.11,1488.1,55.32,2.84,6.99,0.87,Night,3.3,51.61,Zone_1,550.64,602,23,5,0.0679,1,391.11,28.65,23.58,Delayed,225.76
388,2024-12-17,Plant_C,M1,Tempered,6.48,1546.5,69.87,3.69,5.41,0.92,Weekend,8.0,48.47,Zone_3,1076.78,855,5,0,0.007,0,125.52,13.27,24.19,On-Time,441.48
389,2024-06-27,Plant_C,M2,Laminated,12.27,1553.09,66.78,2.65,6.74,0.95,Night,3.2,62.11,Zone_2,1256.11,832,62,21,0.1161,1,1838.1,41.43,24.31,Delayed,515.01
390,2025-02-18,Plant_C,M2,Tempered,7.23,1529.74,65.5,3.39,6.14,0.84,Night,9.4,58.13,Zone_2,885.95,723,6,0,0.0113,0,131.45,19.09,14.87,On-Time,363.24
391,2024-07-21,Plant_B,M5,Solar,5.76,1548.28,52.32,4.09,5.4,0.84,Day,1.4,54.53,Zone_3,604.23,442,25,9,0.0779,1,822.9,23.36,16.52,Delayed,247.73
392,2024-10-12,Plant_C,M1,Float,4.6,1506.93,52.47,2.98,9.62,0.87,Night,0.5,44.41,Zone_3,715.16,733,72,17,0.1134,1,1266.94,25.22,25.46,Delayed,293.22
393,2024-11-29,Plant_A,M4,Float,7.02,1481.04,63.73,2.44,8.29,0.91,Day,4.2,47.01,Zone_2,580.94,639,4,0,0.0099,0,70.44,3.38,9.19,On-Time,238.19
394,2024-11-16,Plant_C,M4,Solar,4.66,1584.84,52.18,3.76,6.55,0.92,Night,6.4,43.77,Zone_2,1202.59,738,3,0,0.0054,0,101.74,25.15,6.3,Delayed,493.06
395,2025-04-13,Plant_C,M2,Laminated,10.94,1509.53,103.31,3.19,6.62,0.92,Weekend,3.6,50.74,Zone_3,909.13,683,3,0,0.0056,0,86.69,33.77,13.99,Delayed,372.74
396,2024-05-17,Plant_B,M1,Tempered,8.89,1510.04,82.98,3.52,6.02,0.94,Day,5.3,59.43,Zone_1,661.55,614,4,0,0.0089,0,96.65,5.67,3.58,On-Time,271.24
397,2024-05-24,Plant_C,M4,Solar,4.43,1521.28,57.22,3.66,4.98,0.92,Night,6.6,63.72,Zone_3,1410.57,1051,9,0,0.0099,0,310.3,17.46,5.29,On-Time,578.33
398,2024-07-09,Plant_B,M5,Tempered,4.9,1518.59,69.18,2.83,7.24,0.83,Night,4.4,53.51,Zone_2,1125.71,988,41,10,0.0712,1,1096.32,29.94,25.16,Delayed,461.54
399,2024-07-10,Plant_B,M4,Float,5.19,1501.95,51.7,2.62,8.15,0.99,Weekend,8.1,57.46,Zone_1,969.56,972,3,0,0.004,0,52.37,23.97,28.11,Delayed,397.52
400,2024-07-18,Plant_B,M5,Solar,4.99,1572.16,84.6,3.6,5.05,0.8,Day,7.1,51.91,Zone_2,940.7,638,2,0,0.0045,0,74.72,14.33,4.69,On-Time,385.69
401,2025-03-30,Plant_B,M2,Float,4.6,1477.2,43.67,2.63,8.32,0.81,Night,4.0,71.4,Zone_1,564.24,630,3,0,0.0059,0,47.91,14.4,10.58,On-Time,231.34
402,2024-10-08,Plant_A,M5,Laminated,13.17,1501.61,79.42,2.89,6.32,0.91,Day,8.8,43.81,Zone_2,595.83,505,2,0,0.0056,0,53.55,7.71,3.7,On-Time,244.29
403,2025-05-22,Plant_C,M5,Float,5.46,1496.0,55.84,2.13,8.16,0.87,Night,2.5,66.77,Zone_2,866.8,897,8,0,0.0112,0,123.74,25.53,11.18,Delayed,355.39
404,2025-01-10,Plant_C,M1,Solar,4.09,1552.36,67.94,3.58,7.53,0.89,Night,1.2,68.56,Zone_2,1594.08,1118,59,13,0.0679,1,2049.75,28.95,26.0,Delayed,653.57
405,2024-09-10,Plant_B,M1,Solar,3.57,1572.37,64.59,3.71,6.12,0.97,Day,8.8,44.56,Zone_1,1638.97,1116,3,0,0.004,0,95.75,8.85,7.34,On-Time,671.98
406,2024-04-30,Plant_A,M2,Laminated,11.73,1475.1,72.13,3.39,5.95,0.85,Weekend,3.8,62.06,Zone_3,1256.39,1143,6,0,0.0082,0,160.41,30.31,20.62,Delayed,515.12
407,2024-06-18,Plant_C,M2,Tempered,8.83,1483.42,76.79,3.66,5.15,0.82,Night,4.2,57.98,Zone_1,646.12,615,74,11,0.1398,1,1629.69,31.26,32.81,Delayed,264.91
408,2024-10-14,Plant_C,M5,Tempered,5.47,1567.42,82.34,4.18,7.29,0.82,Day,8.9,36.24,Zone_3,1390.39,1024,77,31,0.1196,1,1844.81,38.0,11.26,Delayed,570.06
409,2024-09-30,Plant_C,M1,Tempered,6.03,1535.69,75.11,3.9,6.11,0.84,Weekend,6.2,36.56,Zone_2,1400.03,1142,6,0,0.0072,0,150.69,19.36,20.49,On-Time,574.01
410,2024-10-10,Plant_C,M2,Tempered,6.29,1506.75,62.78,3.33,4.96,0.87,Day,7.0,37.7,Zone_3,712.79,626,6,0,0.0112,0,153.7,19.49,9.44,On-Time,292.24
411,2024-09-10,Plant_C,M4,Solar,3.5,1540.56,84.13,3.88,5.46,0.88,Day,11.0,41.09,Zone_3,1195.17,834,3,0,0.0066,0,112.31,10.54,0.0,On-Time,490.02
412,2025-02-28,Plant_B,M4,Float,4.84,1460.22,73.79,2.02,7.55,0.81,Night,7.2,66.27,Zone_1,807.47,918,77,29,0.1398,1,1130.77,31.44,25.16,Delayed,331.06
413,2024-10-11,Plant_C,M3,Solar,5.15,1561.5,81.27,3.57,6.85,0.9,Weekend,6.6,39.04,Zone_2,1531.59,1016,2,0,0.004,0,69.32,19.56,17.88,On-Time,627.95
414,2024-04-05,Plant_C,M4,Laminated,12.66,1531.17,78.67,3.13,4.67,0.91,Weekend,5.2,75.04,Zone_3,1280.88,881,6,0,0.0079,0,181.78,21.81,21.11,On-Time,525.16
415,2025-03-15,Plant_A,M4,Laminated,13.67,1475.93,98.07,3.46,4.94,0.87,Day,3.3,65.98,Zone_2,948.26,833,67,16,0.0979,1,1830.72,6.04,10.0,Delayed,388.79
416,2024-05-13,Plant_C,M4,Laminated,6.49,1520.01,67.51,3.11,3.92,0.84,Weekend,6.6,67.82,Zone_1,986.35,696,30,8,0.0509,1,886.85,32.45,32.98,Delayed,404.4
417,2025-04-15,Plant_A,M1,Tempered,5.86,1544.66,56.06,3.51,7.09,0.84,Day,4.4,57.9,Zone_1,1267.96,1092,5,0,0.0055,0,126.66,10.88,6.81,On-Time,519.86
418,2025-03-14,Plant_A,M2,Laminated,8.38,1466.04,101.96,2.93,5.47,0.98,Day,8.2,75.86,Zone_2,487.71,458,28,7,0.0785,1,744.05,32.57,20.99,Delayed,199.96
419,2025-01-04,Plant_B,M1,Laminated,7.54,1521.97,100.26,3.39,4.68,0.94,Night,2.1,57.74,Zone_3,1357.89,1030,10,1,0.0112,0,312.41,21.83,13.52,On-Time,556.73
420,2025-02-09,Plant_C,M3,Tempered,8.82,1551.09,86.1,3.27,6.0,0.89,Day,5.7,59.47,Zone_1,603.76,447,3,0,0.0076,0,76.69,16.06,11.43,On-Time,247.54
421,2024-01-02,Plant_A,M4,Float,5.44,1441.02,79.38,2.97,7.6,0.9,Day,5.9,52.13,Zone_1,769.46,982,10,0,0.011,0,170.61,0.82,0.0,On-Time,315.48
422,2025-03-31,Plant_A,M1,Laminated,11.12,1496.0,90.84,2.7,6.68,0.98,Night,5.4,64.87,Zone_2,1033.2,898,6,0,0.009,0,186.38,11.17,11.66,On-Time,423.61
423,2025-05-04,Plant_A,M2,Solar,4.5,1500.41,75.14,3.37,6.46,0.89,Day,8.4,68.04,Zone_1,1258.81,1114,87,37,0.1074,1,2835.89,17.52,8.88,Delayed,516.11
424,2025-01-11,Plant_B,M2,Solar,5.79,1550.53,72.0,3.24,6.58,0.8,Night,4.8,59.89,Zone_1,1225.63,876,6,0,0.0081,0,189.29,26.07,12.25,Delayed,502.51
425,2024-05-26,Plant_A,M5,Float,5.31,1496.89,45.8,2.22,6.28,0.99,Night,6.0,58.87,Zone_1,954.29,1065,8,0,0.0099,0,121.88,11.32,10.43,On-Time,391.26
426,2024-08-06,Plant_C,M2,Solar,4.34,1555.81,71.95,3.68,7.07,0.87,Night,2.9,47.79,Zone_2,760.83,520,1,0,0.0043,0,37.44,17.31,12.4,On-Time,311.94
427,2024-03-29,Plant_A,M2,Float,4.04,1464.07,64.94,2.69,6.62,0.87,Night,7.1,82.02,Zone_2,795.5,975,3,0,0.004,0,52.59,15.03,18.9,On-Time,326.15
428,2025-03-15,Plant_B,M2,Tempered,8.16,1572.33,90.57,3.67,6.62,0.88,Day,6.6,68.3,Zone_1,824.05,612,59,22,0.1316,1,1379.93,32.92,22.61,Delayed,337.86
429,2024-10-18,Plant_C,M1,Laminated,9.76,1507.43,101.57,3.39,5.01,0.92,Day,9.5,40.26,Zone_3,777.74,607,2,0,0.0071,0,63.99,11.98,0.0,On-Time,318.87
430,2025-02-05,Plant_B,M1,Tempered,4.2,1560.21,63.11,4.24,6.48,0.95,Day,8.4,59.62,Zone_1,1227.59,962,73,15,0.0845,1,1675.84,29.66,24.35,Delayed,503.31
431,2024-03-13,Plant_C,M1,Laminated,6.17,1513.51,70.35,2.75,5.88,0.89,Weekend,6.7,59.86,Zone_1,1587.84,1197,8,0,0.0094,0,229.48,13.29,1.81,On-Time,651.01
432,2025-03-06,Plant_B,M5,Tempered,5.0,1576.73,62.68,3.54,7.56,0.88,Night,7.5,57.98,Zone_1,1300.84,962,87,25,0.1078,1,1933.62,40.65,24.86,Delayed,533.34
433,2024-03-10,Plant_A,M3,Tempered,4.11,1540.83,84.24,2.99,5.52,0.77,Day,6.2,58.55,Zone_1,1115.76,936,3,0,0.0048,0,70.47,0.0,2.69,On-Time,457.46
434,2025-02-11,Plant_C,M3,Solar,3.03,1600.42,75.54,4.41,5.46,0.86,Day,6.8,63.22,Zone_2,733.89,431,45,17,0.1458,1,1539.18,28.15,23.36,Delayed,300.89
435,2024-06-05,Plant_B,M1,Laminated,10.57,1498.9,63.38,3.4,6.46,0.94,Day,6.4,60.24,Zone_1,1246.96,1017,8,0,0.011,0,211.05,9.42,10.98,On-Time,511.25
436,2024-06-08,Plant_C,M3,Solar,5.98,1556.41,66.21,3.56,5.71,0.87,Night,6.9,56.12,Zone_3,628.28,415,3,0,0.0085,0,94.23,23.54,24.08,Delayed,257.59
437,2024-03-08,Plant_B,M4,Tempered,7.49,1505.83,78.44,2.97,4.84,0.85,Day,7.0,68.56,Zone_1,952.98,837,5,0,0.0084,0,123.45,4.76,6.16,On-Time,390.72
438,2024-04-28,Plant_B,M5,Float,4.8,1441.97,66.36,2.45,8.96,0.87,Day,4.1,68.61,Zone_3,728.94,930,7,0,0.0101,0,121.16,19.03,12.07,On-Time,298.87
439,2024-06-28,Plant_A,M1,Tempered,11.31,1534.53,76.7,3.11,5.97,0.95,Night,8.3,54.35,Zone_1,857.22,768,6,0,0.0112,0,152.78,15.39,11.68,On-Time,351.46
440,2024-12-21,Plant_C,M5,Laminated,11.67,1503.93,90.97,2.87,4.75,0.95,Day,5.8,51.55,Zone_1,1155.53,891,5,0,0.0089,0,148.36,20.89,7.21,On-Time,473.77
441,2024-10-02,Plant_C,M1,Float,7.81,1466.67,53.11,2.88,8.77,0.84,Day,8.9,40.76,Zone_2,650.28,758,3,0,0.0053,0,49.92,23.2,4.89,Delayed,266.61
442,2024-03-06,Plant_B,M5,Float,4.11,1515.23,59.98,2.87,8.09,0.94,Day,6.3,74.19,Zone_3,570.73,578,3,0,0.0083,0,43.83,17.09,9.69,On-Time,234.0
443,2025-05-26,Plant_C,M2,Laminated,10.89,1544.33,99.35,2.9,6.51,0.84,Day,8.4,63.52,Zone_1,1034.62,702,5,0,0.0118,0,133.71,26.85,3.41,Delayed,424.19
444,2024-04-28,Plant_A,M5,Float,6.54,1498.41,57.11,2.84,7.22,0.9,Day,3.0,79.09,Zone_1,578.5,647,3,0,0.0069,0,45.41,4.66,10.04,On-Time,237.18
445,2025-04-28,Plant_B,M4,Tempered,5.93,1539.71,57.56,3.14,5.44,0.91,Day,2.7,68.13,Zone_1,561.26,433,2,0,0.0074,0,50.41,10.24,4.45,On-Time,230.12
446,2025-03-05,Plant_A,M3,Tempered,9.29,1513.22,76.68,3.82,7.38,0.96,Day,6.7,78.94,Zone_3,849.46,772,3,0,0.0065,0,72.64,8.07,0.0,On-Time,348.28
447,2024-03-20,Plant_C,M3,Float,6.71,1496.95,53.6,3.2,8.74,0.83,Day,10.3,73.59,Zone_1,816.98,813,3,0,0.0045,0,50.12,15.33,0.73,On-Time,334.96
448,2025-06-12,Plant_A,M4,Float,4.42,1493.23,65.13,2.33,8.47,0.98,Weekend,2.5,58.37,Zone_2,640.7,682,4,0,0.0092,0,58.11,3.51,3.45,On-Time,262.69
449,2024-11-14,Plant_B,M1,Solar,4.65,1529.97,63.0,3.83,7.08,0.82,Day,5.0,39.48,Zone_1,1453.0,1126,11,0,0.0115,0,369.7,20.89,1.11,On-Time,595.73
450,2024-11-07,Plant_C,M5,Tempered,10.27,1523.17,68.92,2.41,5.99,0.89,Day,5.8,36.65,Zone_3,1237.42,1039,6,0,0.0089,0,160.72,18.32,10.01,On-Time,507.34
451,2024-07-19,Plant_C,M5,Tempered,5.58,1528.16,55.07,3.67,5.59,0.81,Day,6.8,43.5,Zone_2,921.64,764,28,8,0.0616,1,690.9,25.56,27.47,Delayed,377.87
452,2024-12-20,Plant_C,M1,Laminated,11.51,1557.06,60.13,3.35,7.14,0.87,Day,4.5,50.64,Zone_3,1525.44,1016,76,19,0.1232,1,2229.22,30.6,7.57,Delayed,625.43
453,2024-11-10,Plant_A,M2,Tempered,8.5,1492.01,82.14,3.01,7.38,0.9,Day,8.2,32.76,Zone_1,717.36,717,5,0,0.0099,0,116.56,0.0,7.68,On-Time,294.12
454,2024-05-25,Plant_C,M3,Float,3.56,1461.65,76.55,2.46,6.18,0.94,Day,3.7,60.57,Zone_1,728.72,809,5,0,0.009,0,76.43,15.53,12.39,On-Time,298.78
455,2025-06-16,Plant_B,M3,Solar,5.94,1571.91,55.08,3.89,4.96,0.83,Weekend,7.9,67.74,Zone_1,888.13,583,4,0,0.0103,0,127.29,29.25,15.89,Delayed,364.13
456,2025-06-01,Plant_A,M4,Float,3.17,1483.85,48.81,2.21,6.34,0.94,Night,6.0,65.68,Zone_1,466.67,502,5,0,0.0117,0,86.81,10.43,14.46,On-Time,191.33
457,2024-05-13,Plant_A,M3,Laminated,10.94,1492.11,97.28,3.13,6.08,0.95,Weekend,2.6,61.46,Zone_2,1018.42,858,7,0,0.0101,0,224.94,22.46,19.68,Delayed,417.55
458,2024-11-30,Plant_B,M4,Laminated,13.44,1495.55,67.73,3.02,3.96,0.92,Day,2.0,42.99,Zone_1,1026.06,805,3,0,0.0041,0,90.16,13.91,15.98,On-Time,420.68
